35.797335,18.4
35.616,17.41
33.6,16.5
33.6,16.5
33.18,16.31
33.936,16.65
32.55,16.02
33.537,16.47
33.6,16.5
29.4,14.6
35.797335,18.4
35.797335,21.2
35.797335,26.23
35.797335,23.87
35.797335,25.77
35.797335,25.47
35.797335,23.28
35.797335,18.48
29.232,14.52
31.08,15.36
28.98,14.41
33.18,16.31
25.2,12.7
27.72,13.84
23.52,11.94
26.67,13.36
26.67,13.36
27.3,13.65
29.4,14.6
27.846,13.9
26.04,13.08
27.51,13.74
26.46,13.27
27.72,13.84
25.83,12.98
27.132,13.57
26.25,13.18
29.4,14.6
28.665,14.27
34.65,16.98
30.45,15.08
29.169,14.5
35.797335,19.08
34.5345,16.92
35.797335,19.06
35.797335,18.78
35.797335,18.7
35.797335,18.93
35.797335,18.02
35.797335,18.3
35.797335,18.12
35.797335,18.48
35.797335,17.72
35.797335,18.32
35.322,17.28
35.797335,17.72
35.797335,17.61
33.936,16.65
35.797335,19.35
35.797335,21.54
35.797335,26.14
35.797335,25.28
35.797335,26.23
35.797335,25.58
35.797335,24.29
35.797335,18.17
34.608,16.96
33.936,16.65
28.56,14.22
33.117,16.28
26.67,13.36
30.429,15.07
26.25,13.18
27.93,13.94
25.2,12.7
25.515,12.84
28.665,14.27
28.0035,13.97
27.09,13.56
28.056,13.99
25.851,12.99
27.51,13.74
25.179,12.69
25.326,12.76
25.914,13.02
25.578,12.87
26.166,13.14
25.2,12.7
26.733,13.39
26.25,13.18
30.849,15.26
28.875,14.36
34.9965,17.13
30.744,15.21
33.264,16.35
31.857,15.71
31.143,15.39
30.513,15.1
30.45,15.08
28.392,14.14
27.72,13.84
29.253,14.53
27.657,13.81
30.45,15.08
30.87,15.26
28.875,14.36
32.1615,15.85
35.797335,19.43
35.797335,24.33
35.797335,24.21
35.797335,24.9
35.797335,24.86
35.797335,23.38
35.797335,17.98
30.324,15.02
32.445,15.98
29.841,14.8
29.19,14.5
30.45,15.08
30.45,15.08
28.14,14.03
31.8675,15.72
33.39,16.4
29.106,14.47
34.65,16.98
31.08,15.36
30.24,14.98
27.888,13.92
28.392,14.14
31.5,15.55
26.88,13.46
27.3,13.65
27.3,13.65
27.237,13.62
25.62,12.89
27.9405,13.94
28.518,14.2
25.767,12.96
27.09,13.56
25.725,12.94
32.781,16.13
30.345,15.03
33.264,16.35
31.164,15.4
31.122,15.38
28.707,14.29
27.888,13.92
26.208,13.16
25.41,12.8
23.205,11.8
21.63,11.08
20.958,10.78
22.365,11.42
21,10.8
25.011,12.61
35.797335,18.14
35.797335,23.08
35.797335,22.06
35.797335,23.29
35.797335,25.77
35.797335,22.13
35.797335,18.17
26.208,13.16
33.642,16.52
24.255,12.27
32.676,16.08
19.866,10.29
26.124,13.12
16.275,8.66
24.213,12.25
18.9,9.85
12.6,7
19.887,10.3
17.115,9.04
11.865,6.67
12.18,6.81
9.45,5.58
16.632,8.82
6.342,4.17
10.122,5.88
13.776,7.53
20.139,10.41
27.111,13.56
29.904,14.83
27.3,13.65
28.14,14.03
34.44,16.88
31.5,15.55
35.797335,17.54
31.7415,15.66
30.87,15.26
32.256,15.89
29.82,14.79
29.4,14.6
28.224,14.07
26.88,13.46
26.88,13.46
27.09,13.56
26.88,13.46
30.03,14.88
30.45,15.08
27.804,13.88
30.45,15.08
35.797335,20.53
35.797335,24.62
35.797335,25.56
35.797335,26.7
35.797335,26.52
35.797335,24.96
35.797335,19.06
30.45,15.08
35.7,17.45
28.077,14
29.19,14.5
26.25,13.18
27.3,13.65
24.066,12.19
27.027,13.53
25.725,12.94
29.106,14.47
30.45,15.08
29.106,14.47
23.1,11.75
22.68,11.56
19.95,10.32
21.21,10.9
16.842,8.92
18.963,9.88
18.9,9.85
21.336,10.95
23.1,11.75
30.45,15.08
31.5,15.55
32.55,16.02
35.797335,17.92
31.374,15.49
34.23,16.78
31.374,15.49
31.08,15.36
27.3,13.65
25.326,12.76
26.145,13.13
25.2,12.7
25.2,12.7
24.15,12.22
24.528,12.4
23.1,11.75
24.507,12.39
24.15,12.22
26.376,13.23
29.4,14.6
35.797335,18.99
35.797335,22.81
35.797335,21.87
35.797335,23.95
35.797335,23.26
35.797335,21.43
34.482,16.9
27.636,13.8
28.35,14.12
28.98,14.41
33.18,16.31
29.4,14.6
31.5,15.55
26.1555,13.13
25.2,12.7
20.79,10.7
21.21,10.9
26.04,13.08
24.003,12.16
17.577,9.25
17.157,9.06
15.5925,8.35
15.12,8.14
13.23,7.28
14.448,7.84
13.9545,7.61
16.506,8.77
25.494,12.83
26.25,13.18
31.5,15.55
31.5,15.55
34.65,16.98
31.185,15.41
32.13,15.84
30.492,15.09
27.888,13.92
28.98,14.41
26.25,13.18
26.04,13.08
26.376,13.23
23.73,12.04
24.864,12.55
24.57,12.42
25.158,12.68
26.292,13.19
26.775,13.41
24.465,12.37
27.93,13.94
35.797335,18.63
35.797335,21.86
35.797335,21.48
35.797335,23.46
35.797335,23.25
35.797335,21.67
35.343,17.29
29.4,14.6
29.82,14.79
27.573,13.77
28.77,14.32
28.14,14.03
30.135,14.93
24.36,12.32
28.623,14.25
24.78,12.51
22.995,11.7
25.2,12.7
23.919,12.12
23.016,11.71
22.26,11.37
20.916,10.76
20.664,10.65
18.732,9.77
22.05,11.28
21,10.8
20.013,10.35
23.1,11.75
29.19,14.5
30.093,14.91
30.576,15.13
35.154,17.2
32.13,15.84
33.621,16.51
32.697,16.09
31.584,15.59
32.991,16.22
31.248,15.44
30.24,14.98
29.4,14.6
30.24,14.98
29.4,14.6
30.282,15
29.4,14.6
30.219,14.97
30.1665,14.95
27.741,13.85
30.87,15.26
35.797335,20.91
35.797335,24.56
35.797335,22.52
35.797335,24.25
35.797335,24.33
35.797335,22.14
31.5,15.55
31.5,15.55
29.841,14.8
30.912,15.28
30.051,14.89
25.2,12.7
28.7175,14.29
21,10.8
19.7295,10.23
11.55,6.52
11.634,6.56
22.05,11.28
18.648,9.74
14.322,7.78
17.829,9.37
16.023,8.55
17.031,9
15.12,8.14
16.38,8.71
